date,action,position,market_return,strategy_return,transaction_cost,slippage,equity,changed_position,entry_date,exit_date,holding_days,trade_return
2024-02-12,0,0,-0.0137731141131495,-0.0005,0.0005,0.0,10120.354501167927,True,2024-02-09,2024-02-12,3.0,-0.0014384859814010609
2024-02-13,1,1,0.0090877310731019,0.008587731073101899,0.0005,0.0,10207.265383988413,True,2024-02-13,,,
2024-02-14,1,1,0.0068996671613676,0.0068996671613676,0.0,0.0,10277.692117765684,False,2024-02-13,,,
2024-02-15,0,0,-0.0049797860191245,-0.0005,0.0005,0.0,10272.553271706802,True,2024-02-13,2024-02-15,2.0,0.015038877395185057
2024-02-16,1,1,-0.005505569451579,-0.006005569451579,0.0005,0.0,10210.860739588521,True,2024-02-16,,,
2024-02-20,1,1,0.0009059460310576,0.0009059460310576,0.0,0.0,10220.111228349233,False,2024-02-16,,,
2024-02-21,1,1,0.0206954238560115,0.0206954238560115,0.0,0.0,10431.620762075503,False,2024-02-16,,,
2024-02-22,1,1,0.0006897198965358,0.0006897198965358,0.0,0.0,10438.815658468224,False,2024-02-16,,,
2024-02-23,0,0,-0.003662640626092,-0.0005,0.0005,0.0,10433.59625063899,True,2024-02-16,2024-02-23,7.0,0.01567701570122204
2024-02-26,0,0,0.0018577482984671,0.0,0.0,0.0,10433.59625063899,False,2024-02-16,,,
2024-02-27,0,0,-0.0013215788271536,0.0,0.0,0.0,10433.59625063899,False,2024-02-16,,,
2024-02-28,0,0,0.0035949057285806,0.0,0.0,0.0,10433.59625063899,False,2024-02-16,,,
2024-02-29,1,1,0.0093882688282509,0.0088882688282509,0.0005,0.0,10526.3328589601,True,2024-02-29,,,
2024-03-01,0,0,-0.0010725215456006,-0.0005,0.0005,0.0,10521.069692530622,True,2024-02-29,2024-03-01,1.0,0.008383824693837028
2024-03-04,0,0,-0.0099939473950509,0.0,0.0,0.0,10521.069692530622,False,2024-02-29,,,
2024-03-05,1,1,0.0050671289519419,0.0045671289519419005,0.0005,0.0,10569.120774528777,True,2024-03-05,,,
2024-03-06,1,1,0.0099265138732331,0.0099265138732331,0.0,0.0,10674.035298525014,False,2024-03-05,,,
2024-03-07,1,1,-0.0060023309489503,-0.0060023309489503,0.0,0.0,10609.966206102488,False,2024-03-05,,,
2024-03-08,1,1,-0.0008597399461756,-0.0008597399461756,0.0,0.0,10600.844394327529,False,2024-03-05,,,
2024-03-11,1,1,0.010757410938595,0.010757410938595,0.0,0.0,10714.882033773412,False,2024-03-05,,,
2024-03-12,0,0,-0.0015675902540027,-0.0005,0.0005,0.0,10709.524592756527,True,2024-03-05,2024-03-12,7.0,0.01791214256091256
2024-03-13,0,0,-0.0019768829299616,0.0,0.0,0.0,10709.524592756527,False,2024-03-05,,,
2024-03-14,1,1,-0.0068664637006802,-0.0073664637006802,0.0005,0.0,10630.633268592444,True,2024-03-14,,,
2024-03-15,0,0,0.0059430937614974,-0.0005,0.0005,0.0,10625.317951958148,True,2024-03-14,2024-03-15,1.0,-0.007862780468829822
2024-03-18,0,0,0.0055570890743275,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-19,0,0,0.0092493427033493,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-20,0,0,0.0033046716897402,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-21,0,0,-0.0018956934102117,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-22,0,0,-0.0027628935483237,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-25,0,0,-0.0018469115905791,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-26,0,0,0.0084036831876741,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-27,0,0,-0.0001910989121979,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-03-28,0,0,-0.0017395721538076,0.0,0.0,0.0,10625.317951958148,False,2024-03-14,,,
2024-04-01,1,1,-0.0063581950893668,-0.0068581950893668,0.0005,0.0,10552.447448557068,True,2024-04-01,,,
2024-04-02,1,1,0.0010985352802523,0.0010985352802523,0.0,0.0,10564.039684372317,False,2024-04-01,,,
2024-04-03,1,1,-0.0122061500551772,-0.0122061500551772,0.0,0.0,10435.093430796021,False,2024-04-01,,,
2024-04-04,1,1,0.0104467350593271,0.0104467350593271,0.0,0.0,10544.106087186872,False,2024-04-01,,,
2024-04-05,0,0,0.0005594351482329,-0.0005,0.0005,0.0,10538.83403414328,True,2024-04-01,2024-04-05,4.0,-0.008139419281935956
2024-04-08,0,0,0.0011567923729283,0.0,0.0,0.0,10538.83403414328,False,2024-04-01,,,
2024-04-09,1,1,-0.0100131049418273,-0.0105131049418273,0.0005,0.0,10428.03816597783,True,2024-04-09,,,
2024-04-10,1,1,0.0075469239004943,0.0075469239004943,0.0,0.0,10506.737776447917,False,2024-04-09,,,
2024-04-11,0,0,-0.0138030881957177,-0.0005,0.0005,0.0,10501.484407559694,True,2024-04-09,2024-04-11,2.0,-0.003543999882964499
2024-04-12,1,1,-0.0125281053527487,-0.0130281053527487,0.0005,0.0,10364.669962337759,True,2024-04-12,,,
2024-04-15,0,0,-0.0018237875199006,-0.0005,0.0005,0.0,10359.487627356591,True,2024-04-12,2024-04-15,3.0,-0.013521591300072133
2024-04-16,0,0,-0.0059183618848681,0.0,0.0,0.0,10359.487627356591,False,2024-04-12,,,
2024-04-17,0,0,-0.0020577059283769,0.0,0.0,0.0,10359.487627356591,False,2024-04-12,,,
2024-04-18,0,0,-0.0087282724904506,0.0,0.0,0.0,10359.487627356591,False,2024-04-12,,,
2024-04-19,0,0,0.0092091336741857,0.0,0.0,0.0,10359.487627356591,False,2024-04-12,,,
2024-04-22,0,0,0.011866574121826,0.0,0.0,0.0,10359.487627356591,False,2024-04-12,,,
2024-04-23,1,1,-0.0004746523967652,-0.0009746523967652,0.0005,0.0,10349.390727911328,True,2024-04-23,,,
2024-04-24,0,0,-0.0037988983678416,-0.0005,0.0005,0.0,10344.216032547372,True,2024-04-23,2024-04-24,1.0,-0.0014741650705668574
2024-04-25,1,1,0.0094739542976429,0.0089739542976429,0.0005,0.0,10437.044554468397,True,2024-04-25,,,
2024-04-26,0,0,0.0035414271189135,-0.0005,0.0005,0.0,10431.826032191164,True,2024-04-25,2024-04-26,1.0,0.00846946732049414
2024-04-29,0,0,-0.0158412886123383,0.0,0.0,0.0,10431.826032191164,False,2024-04-25,,,
2024-04-30,0,0,-0.0032470256877585,0.0,0.0,0.0,10431.826032191164,False,2024-04-25,,,
2024-05-01,1,1,0.0093533870285293,0.0088533870285293,0.0005,0.0,10524.18302546844,True,2024-05-01,,,
2024-05-02,1,1,0.0123953325435501,0.0123953325435501,0.0,0.0,10654.633773818307,False,2024-05-01,,,
2024-05-03,1,1,0.0103269181377565,0.0103269181377565,0.0,0.0,10764.663304588305,False,2024-05-01,,,
2024-05-06,1,1,0.0011033019458035,0.0011033019458035,0.0,0.0,10776.539978558178,False,2024-05-01,,,
2024-05-07,1,1,9.654237104061993e-05,9.654237104061993e-05,0.0,0.0,10777.580371279322,False,2024-05-01,,,
2024-05-08,1,1,0.0057620475429824,0.0057620475429824,0.0,0.0,10839.68130177695,False,2024-05-01,,,
2024-05-09,1,1,0.0012882288741851,0.0012882288741851,0.0,0.0,10853.645292216863,False,2024-05-01,,,
2024-05-10,0,0,0.0001341269266754,-0.0005,0.0005,0.0,10848.218469570755,True,2024-05-01,2024-05-10,9.0,0.039915584874082644
2024-05-13,1,1,0.0045880418867521,0.004088041886752099,0.0005,0.0,10892.566441070998,True,2024-05-13,,,
2024-05-14,1,1,0.0123831883588219,0.0123831883588219,0.0,0.0,11027.451143021763,False,2024-05-13,,,
2024-05-15,1,1,-0.0020575211449046,-0.0020575211449046,0.0,0.0,11004.761929120592,False,2024-05-13,,,
2024-05-16,0,0,0.0014376619533422,-0.0005,0.0005,0.0,10999.259548156033,True,2024-05-13,2024-05-16,3.0,0.01392312286196562
2024-05-17,0,0,0.001151935429106,0.0,0.0,0.0,10999.259548156033,False,2024-05-13,,,
2024-05-20,0,0,0.0024525849346481,0.0,0.0,0.0,10999.259548156033,False,2024-05-13,,,
2024-05-21,0,0,-0.002879396361313,0.0,0.0,0.0,10999.259548156033,False,2024-05-13,,,
2024-05-22,1,1,-0.0073041620355116,-0.0078041620355116005,0.0005,0.0,10913.419544371574,True,2024-05-22,,,
2024-05-23,1,1,0.0066163943999355,0.0066163943999355,0.0,0.0,10985.627032329101,False,2024-05-22,,,
2024-05-24,1,1,0.0006987515410241,0.0006987515410241,0.0,0.0,10993.303256147057,False,2024-05-22,,,
2024-05-28,1,1,-0.0070025123056838,-0.0070025123056838,0.0,0.0,10916.322514815773,False,2024-05-22,,,
2024-05-29,1,1,-0.0066336979416805,-0.0066336979416805,0.0,0.0,10843.906928618519,False,2024-05-22,,,
2024-05-30,0,0,0.009108334135929,-0.0005,0.0005,0.0,10838.48497515421,True,2024-05-22,2024-05-30,8.0,-0.014616854188950978
2024-05-31,1,1,0.0008154780370048,0.00031547803700479994,0.0005,0.0,10841.904279118276,True,2024-05-31,,,
2024-06-03,1,1,0.0011175332656163,0.0011175332656163,0.0,0.0,10854.02046781282,False,2024-05-31,,,
2024-06-04,1,1,0.0118851812884879,0.0118851812884879,0.0,0.0,10983.022468781734,False,2024-05-31,,,
2024-06-05,0,0,-1.864024675468645e-05,-0.0005,0.0005,0.0,10977.530957547344,True,2024-05-31,2024-06-05,5.0,0.012828913147167498
2024-06-06,0,0,-0.0012157418997532,0.0,0.0,0.0,10977.530957547344,False,2024-05-31,,,
2024-06-07,0,0,0.0030898885966279,0.0,0.0,0.0,10977.530957547344,False,2024-05-31,,,
2024-06-10,0,0,0.002408221654687,0.0,0.0,0.0,10977.530957547344,False,2024-05-31,,,
2024-06-11,1,1,0.0082129926496896,0.007712992649689599,0.0005,0.0,11062.200573134645,True,2024-06-11,,,
2024-06-12,0,0,0.0020135098521882,-0.0005,0.0005,0.0,11056.669472848078,True,2024-06-11,2024-06-12,1.0,0.007209136153364604
2024-06-13,0,0,0.0006083856691376,0.0,0.0,0.0,11056.669472848078,False,2024-06-11,,,
2024-06-14,1,1,0.0079589436346869,0.007458943634686899,0.0005,0.0,11139.140547233414,True,2024-06-14,,,
2024-06-17,0,0,0.0025407201502618,-0.0005,0.0005,0.0,11133.570976959798,True,2024-06-14,2024-06-17,3.0,0.006955214162869483
2024-06-18,0,0,-0.0027166727044789,0.0,0.0,0.0,11133.570976959798,False,2024-06-14,,,
2024-06-20,1,1,-0.0013404933262958,-0.0018404933262958,0.0005,0.0,11113.079713878864,True,2024-06-20,,,
2024-06-21,0,0,-0.0032506247891551,-0.0005,0.0005,0.0,11107.523174021924,True,2024-06-20,2024-06-21,1.0,-0.0023395730796326175
2024-06-24,0,0,0.0038507537634642,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-06-25,0,0,0.0012480417281484,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-06-26,0,0,0.0015765763702069,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-06-27,0,0,-0.003935065191992,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-06-28,0,0,0.0020580237323681,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-07-01,0,0,0.0067296623001427,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-07-02,0,0,0.004462634526017,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-07-03,0,0,0.0057665976484717,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-07-05,0,0,0.0011537588069578,0.0,0.0,0.0,11107.523174021924,False,2024-06-20,,,
2024-07-08,1,1,0.0009723972844888,0.0004723972844888,0.0005,0.0,11112.770337806729,True,2024-07-08,,,
2024-07-09,1,1,0.0098953951660731,0.0098953951660731,0.0,0.0,11222.735591689143,False,2024-07-08,,,
2024-07-10,1,1,-0.0086226769078532,-0.0086226769078532,0.0,0.0,11125.965568659742,False,2024-07-08,,,
2024-07-11,1,1,0.0063076270313913,0.0063076270313913,0.0,0.0,11196.144009830949,False,2024-07-08,,,
2024-07-12,1,1,0.0027500647684435,0.0027500647684435,0.0,0.0,11226.934131014805,False,2024-07-08,,,
2024-07-15,1,1,0.0059302267877525,0.0059302267877525,0.0,0.0,11293.512396542883,False,2024-07-08,,,
2024-07-16,1,1,-0.0140211265946459,-0.0140211265946459,0.0,0.0,11135.164629532752,False,2024-07-08,,,
2024-07-17,1,1,-0.0076849785890167,-0.0076849785890167,0.0,0.0,11049.591127769616,False,2024-07-08,,,
2024-07-18,1,1,-0.0066405287279913,-0.0066405287279913,0.0,0.0,10976.216000453105,False,2024-07-08,,,
2024-07-19,1,1,0.0103098544358584,0.0103098544358584,0.0,0.0,11089.379189674317,False,2024-07-08,,,
2024-07-22,0,0,-0.0015685071166898,-0.0005,0.0005,0.0,11083.83450007948,True,2024-07-08,2024-07-22,14.0,-0.0021326693243231
2024-07-23,1,1,-0.0226623087748173,-0.0231623087748173,0.0005,0.0,10827.107302979666,True,2024-07-23,,,
2024-07-24,1,1,-0.0052104232939341,-0.0052104232939341,0.0,0.0,10770.693490882297,False,2024-07-23,,,
2024-07-25,0,0,0.0111996680170107,-0.0005,0.0005,0.0,10765.308144136856,True,2024-07-23,2024-07-25,2.0,-0.028737920612252
2024-07-26,0,0,0.0005878019054788,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-07-29,0,0,-0.0050666697863112,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-07-30,0,0,0.0162546171274244,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-07-31,0,0,-0.0141608714654679,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-08-01,0,0,-0.0186183714243766,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-08-02,0,0,-0.0291236928166455,0.0,0.0,0.0,10765.308144136856,False,2024-07-23,,,
2024-08-05,1,1,0.0092196072528221,0.008719607252822099,0.0005,0.0,10859.177403109337,True,2024-08-05,,,
2024-08-06,1,1,-0.0066841038060424,-0.0066841038060424,0.0,0.0,10786.593534098723,False,2024-08-05,,,
2024-08-07,0,0,0.0231172406615085,-0.0005,0.0005,0.0,10781.200237331675,True,2024-08-05,2024-08-07,2.0,0.0014762320764105663
2024-08-08,0,0,0.0044096931300061,0.0,0.0,0.0,10781.200237331675,False,2024-08-05,,,
2024-08-09,0,0,0.0005256395828643,0.0,0.0,0.0,10781.200237331675,False,2024-08-05,,,
2024-08-12,0,0,0.0164453750912121,0.0,0.0,0.0,10781.200237331675,False,2024-08-05,,,
2024-08-13,0,0,0.0031548955749161,0.0,0.0,0.0,10781.200237331675,False,2024-08-05,,,
2024-08-14,0,0,0.0171402779986524,0.0,0.0,0.0,10781.200237331675,False,2024-08-05,,,
2024-08-15,1,1,0.0022419933971566,0.0017419933971566,0.0005,0.0,10799.981016958529,True,2024-08-15,,,
2024-08-16,0,0,0.0095614301059876,-0.0005,0.0005,0.0,10794.58102645005,True,2024-08-15,2024-08-16,1.0,0.001241122400458039
2024-08-19,0,0,-0.0016261720245489,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-20,0,0,0.0034365713820496,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-21,0,0,-0.0078485134264936,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-22,0,0,0.0106252735932128,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-23,0,0,-0.002383696962159,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-26,0,0,0.0013731820935272,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-27,0,0,-0.0058055183076489,0.0,0.0,0.0,10794.58102645005,False,2024-08-15,,,
2024-08-28,1,1,8.952903141112856e-05,-0.00041047096858887145,0.0005,0.0,10790.150164320614,True,2024-08-28,,,
2024-08-29,0,0,0.0095462974163451,-0.0005,0.0005,0.0,10784.755089238453,True,2024-08-28,2024-08-29,1.0,-0.0009102657331044872
2024-08-30,0,0,-0.0205792462423347,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-03,0,0,-0.0020469442507314,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-04,0,0,-0.0024320677304666,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-05,0,0,-0.0168300922007624,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-06,0,0,0.0111963691351513,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-09,0,0,0.0043555718181662,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-10,0,0,0.0102589634290251,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-11,0,0,0.0084232353454931,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-12,0,0,0.0052226714947005,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-13,0,0,0.0014768158587166,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-16,0,0,0.0004087336229028,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-17,0,0,-0.0029659362844671,0.0,0.0,0.0,10784.755089238453,False,2024-08-28,,,
2024-09-18,1,1,0.0170647165108652,0.0165647165108652,0.0005,0.0,10963.401499930798,True,2024-09-18,,,
2024-09-19,0,0,-0.0017288213638069,-0.0005,0.0005,0.0,10957.919799180834,True,2024-09-18,2024-09-19,1.0,0.01605643415260971
2024-09-20,0,0,0.0024989046670664,0.0,0.0,0.0,10957.919799180834,False,2024-09-18,,,
2024-09-23,0,0,0.0028612684971582,0.0,0.0,0.0,10957.919799180834,False,2024-09-18,,,
2024-09-24,0,0,-0.0022054649913506,0.0,0.0,0.0,10957.919799180834,False,2024-09-18,,,
2024-09-25,0,0,0.0039645812385114,0.0,0.0,0.0,10957.919799180834,False,2024-09-18,,,
2024-09-26,0,0,-0.0014502902539623,0.0,0.0,0.0,10957.919799180834,False,2024-09-18,,,
2024-09-27,1,1,0.0040071977835065,0.0035071977835065,0.0005,0.0,10996.351391212364,True,2024-09-27,,,
2024-09-30,0,0,-0.0089583884063572,-0.0005,0.0005,0.0,10990.853215516758,True,2024-09-27,2024-09-30,3.0,0.0030054441846147917
2024-10-01,0,0,0.0004220737216988,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-02,0,0,-0.0018282874847113,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-03,0,0,0.0090875353626902,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-04,0,0,-0.0090405918901448,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-07,0,0,0.0094576621192834,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-08,0,0,0.006926374276988,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-09,0,0,-0.0017500368840644,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-10,0,0,0.0059881262417149,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-11,0,0,0.008178563713568,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-14,0,0,-0.0077697089232046,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-15,0,0,0.0043463065741016,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-16,0,0,8.60044084747269e-05,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-17,0,0,0.0038466549194462,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-18,0,0,-0.0016423862228792,0.0,0.0,0.0,10990.853215516758,False,2024-09-27,,,
2024-10-21,1,1,-0.0005311796703227,-0.0010311796703227,0.0005,0.0,10979.519671121416,True,2024-10-21,,,
2024-10-22,0,0,-0.0091375793482227,-0.0005,0.0005,0.0,10974.029911285856,True,2024-10-21,2024-10-22,1.0,-0.0015306640804875205
2024-10-23,0,0,0.0021629105987253,0.0,0.0,0.0,10974.029911285856,False,2024-10-21,,,
2024-10-24,0,0,-0.0003452972949489,0.0,0.0,0.0,10974.029911285856,False,2024-10-21,,,
2024-10-25,1,1,0.0030913222881787,0.0025913222881787,0.0005,0.0,11002.46715958611,True,2024-10-25,,,
2024-10-28,1,1,0.0016184868692048,0.0016184868692048,0.0,0.0,11020.274508212757,False,2024-10-25,,,
2024-10-29,1,1,-0.0030253159284875,-0.0030253159284875,0.0,0.0,10986.934696206756,False,2024-10-25,,,
2024-10-30,1,1,-0.0196031936526449,-0.0196031936526449,0.0,0.0,10771.555687708053,False,2024-10-25,,,
2024-10-31,0,0,0.0042205888055482,-0.0005,0.0005,0.0,10766.169909864198,True,2024-10-25,2024-10-31,6.0,-0.01894108209126444
2024-11-01,0,0,-0.0021538926051214,0.0,0.0,0.0,10766.169909864198,False,2024-10-25,,,
2024-11-04,0,0,0.0120917042511228,0.0,0.0,0.0,10766.169909864198,False,2024-10-25,,,
2024-11-05,1,1,0.0248654878162717,0.0243654878162717,0.0005,0.0,11028.492891630907,True,2024-11-05,,,
2024-11-06,1,1,0.0077321681824567,0.0077321681824567,0.0,0.0,11113.767053468026,False,2024-11-05,,,
2024-11-07,1,1,0.0043319212565438,0.0043319212565438,0.0,0.0,11161.91101720722,False,2024-11-05,,,
2024-11-08,1,1,0.0009526773732928,0.0009526773732928,0.0,0.0,11172.544717276021,False,2024-11-05,,,
2024-11-11,1,1,-0.0031063363644213,-0.0031063363644213,0.0,0.0,11137.839035337623,False,2024-11-05,,,
2024-11-12,0,0,0.0004858730531422,-0.0005,0.0005,0.0,11132.270115819956,True,2024-11-05,2024-11-12,7.0,0.0340046840260555
2024-11-13,0,0,-0.0064301021569338,0.0,0.0,0.0,11132.270115819956,False,2024-11-05,,,
2024-11-14,0,0,-0.0128086394804487,0.0,0.0,0.0,11132.270115819956,False,2024-11-05,,,
2024-11-15,1,1,0.0040974096918398,0.0035974096918397996,0.0005,0.0,11172.317452226785,True,2024-11-15,,,
2024-11-18,1,1,0.0036553682972868,0.0036553682972868,0.0,0.0,11213.15638724888,False,2024-11-15,,,
2024-11-19,1,1,0.0003388277383316,0.0003388277383316,0.0,0.0,11216.95571566713,False,2024-11-15,,,
2024-11-20,1,1,0.0053682472463352,0.0053682472463352,0.0,0.0,11277.171107300024,False,2024-11-15,,,
2024-11-21,1,1,0.0030993944534478,0.0030993944534478,0.0,0.0,11312.123508880573,False,2024-11-15,,,
2024-11-22,1,1,0.0033921054211556,0.0033921054211556,0.0,0.0,11350.49542435983,False,2024-11-15,,,
2024-11-25,1,1,0.0052215897150214,0.0052215897150214,0.0,0.0,11409.763054528064,False,2024-11-15,,,
2024-11-26,1,1,-0.0030301917856291,-0.0030301917856291,0.0,0.0,11375.18928424426,False,2024-11-15,,,
2024-11-27,1,1,0.0062121544032733,0.0062121544032733,0.0,0.0,11445.853716444446,False,2024-11-15,,,
2024-11-29,1,1,0.0017923273750353,0.0017923273750353,0.0,0.0,11466.368433391079,False,2024-11-15,,,
2024-12-02,1,1,0.000463842281654,0.000463842281654,0.0,0.0,11471.68701988751,False,2024-11-15,,,
2024-12-03,0,0,0.0062095106190234,-0.0005,0.0005,0.0,11465.951176377566,True,2024-11-15,2024-12-03,18.0,0.02997421523965893
2024-12-04,1,1,-0.0016457396510601,-0.0021457396510600997,0.0005,0.0,11441.348230301293,True,2024-12-04,,,
2024-12-05,0,0,0.0018957974675537,-0.0005,0.0005,0.0,11435.627556186144,True,2024-12-04,2024-12-05,1.0,-0.0026446667812345392
2024-12-06,1,1,-0.0051495705890026,-0.0056495705890026,0.0005,0.0,11371.021171077928,True,2024-12-06,,,
2024-12-09,1,1,-0.0031091967450007,-0.0031091967450007,0.0,0.0,11335.666429065479,False,2024-12-06,,,
2024-12-10,1,1,0.0077306370084988,0.0077306370084988,0.0,0.0,11423.29835147801,False,2024-12-06,,,
2024-12-11,1,1,-0.005152537631705,-0.005152537631705,0.0,0.0,11364.439376843826,False,2024-12-06,,,
2024-12-12,1,1,-0.0001985150947229,-0.0001985150947229,0.0,0.0,11362.18336408446,False,2024-12-06,,,
