trade_id,side,signal_date,execution_date,execution_index,execution_price,shares,gross_value,transaction_cost,slippage_rate,position_after,completed_trade_return,entry_date,entry_price,holding_days
37,SELL,2024-12-18,2024-12-19,244,579.1664631737763,17.892313887881237,10362.628152439214,5.181314076219607,0.0005,0,-0.028816465401202085,2024-12-09,595.7551436332094,10.0
38,BUY,2024-12-19,2024-12-20,245,572.2637567467382,18.09003380165661,10352.270703011489,5.176135351505745,0.0005,1,,,,
38,SELL,2024-12-20,2024-12-23,246,580.6538591815928,18.09003380165661,10504.04793965737,5.252023969828685,0.0005,0,0.013647096579922025,2024-12-20,572.2637567467382,3.0
39,BUY,2024-12-24,2024-12-26,248,589.7040934648874,17.794601152352012,10493.549141116984,5.246774570558492,0.0005,1,,,,
39,SELL,2024-12-27,2024-12-30,250,577.7058141363312,17.794601152352012,10280.044545950817,5.140022272975409,0.0005,0,-0.02132543520301755,2024-12-26,589.7040934648874,4.0
40,BUY,2024-12-30,2024-12-31,251,580.2707526098098,17.698237577319517,10269.769638858414,5.134884819429207,0.0005,1,,,,
40,SELL,2025-01-16,2025-01-17,262,586.6187738281498,17.698237577319517,10382.118426526458,5.191059213263229,0.0005,0,0.009929322788377215,2024-12-31,580.2707526098098,17.0
41,BUY,2025-01-17,2025-01-21,263,590.8549317740752,17.553786790647877,10371.741496564913,5.185870748282457,0.0005,1,,,,
41,SELL,2025-01-23,2025-01-24,266,599.2460995873782,17.553786790647877,10519.038267284182,5.259519133642091,0.0005,0,0.01318804459096623,2025-01-21,590.8549317740752,3.0
42,BUY,2025-01-27,2025-01-28,268,590.8057239539353,17.78676823843184,10508.524485907585,5.254262242953793,0.0005,1,,,,
42,SELL,2025-01-28,2025-01-29,269,593.2615267544038,17.78676823843184,10552.205281158811,5.276102640579405,0.0005,0,0.0031530462226556644,2025-01-28,590.8057239539353,1.0
43,BUY,2025-01-29,2025-01-30,270,594.0911977783483,17.74417528615967,10541.658349343565,5.270829174671783,0.0005,1,,,,
43,SELL,2025-01-30,2025-01-31,271,596.9760585791756,17.74417528615967,10592.847825069615,5.296423912534808,0.0005,0,0.0038515687316440506,2025-01-30,594.0911977783483,1.0
44,BUY,2025-01-31,2025-02-03,272,582.9856492325912,18.151836644609432,10582.260271021569,5.291130135510785,0.0005,1,,,,
44,SELL,2025-02-03,2025-02-04,273,587.4736513680932,18.151836644609432,10663.72575264586,5.33186287632293,0.0005,0,0.006691111658236215,2025-02-03,582.9856492325912,1.0
45,BUY,2025-02-21,2025-02-24,286,592.182878022942,17.98948897620572,10653.067356091491,5.326533678045745,0.0005,1,,,,
45,SELL,2025-02-24,2025-02-25,287,586.8054188831184,17.98948897620572,10556.329614175638,5.278164807087819,0.0005,0,-0.01007116470934899,2025-02-24,592.182878022942,1.0
46,BUY,2025-02-25,2025-02-26,288,586.1924661362289,17.99030040354989,10545.778560088504,5.272889280044252,0.0005,1,,,,
46,SELL,2025-02-26,2025-02-27,289,586.5106093534995,17.99030040354989,10551.502052138554,5.275751026069277,0.0005,0,-0.00045731444673713373,2025-02-26,586.1924661362289,1.0
47,BUY,2025-03-14,2025-03-17,301,553.5939419841033,19.04095226443713,10540.955823200888,5.270477911600444,0.0005,1,,,,
47,SELL,2025-03-25,2025-03-26,308,566.9261569992049,19.04095226443713,10794.81389288265,5.3974069464413255,0.0005,0,0.02305945063952075,2025-03-17,553.5939419841033,9.0
48,BUY,2025-03-28,2025-03-31,311,542.472647115229,19.87938844667439,10784.024473699357,5.392012236849679,0.0005,1,,,,
48,SELL,2025-04-02,2025-04-03,314,537.2783649633718,19.87938844667439,10680.76532110096,5.34038266055048,0.0005,0,-0.01056512626464845,2025-03-31,542.472647115229,3.0
49,BUY,2025-04-04,2025-04-07,316,482.64411870143243,22.107572598629897,10670.089893493663,5.335044946746832,0.0005,1,,,,
49,SELL,2025-04-07,2025-04-08,317,514.3623370740141,22.107572598629897,11371.30270886471,5.6856513544323555,0.0005,0,0.06465242583314912,2025-04-07,482.64411870143243,1.0
50,BUY,2025-04-08,2025-04-09,318,486.8373511735344,23.33415269305522,11359.937088965797,5.6799685444828985,0.0005,1,,,,
50,SELL,2025-04-09,2025-04-10,319,524.5242094840453,23.33415269305522,12239.327995304795,6.119663997652397,0.0005,0,0.07633472687024678,2025-04-09,486.8373511735344,1.0
51,BUY,2025-04-16,2025-04-17,324,520.5796418686833,23.487462437110597,12227.094783915187,6.113547391957593,0.0005,1,,,,
51,SELL,2025-04-24,2025-04-25,329,538.7962007333437,23.487462437110597,12654.95552598231,6.327477762991156,0.0005,0,0.03395836199805702,2025-04-17,520.5796418686833,8.0
52,BUY,2025-04-30,2025-05-01,333,552.8716405667336,22.866622136401585,12642.306894771931,6.321153447385965,0.0005,1,,,,
52,SELL,2025-05-01,2025-05-02,334,556.6163558164529,22.866622136401585,12727.935883395683,6.363967941697842,0.0005,0,0.00576693906695569,2025-05-01,552.8716405667336,1.0
53,BUY,2025-05-08,2025-05-09,339,558.8998276089528,22.75043519461654,12715.214308299837,6.357607154149918,0.0005,1,,,,
53,SELL,2025-05-14,2025-05-15,343,577.147124703512,22.75043519461654,13130.34825832652,6.5651741291632595,0.0005,0,0.03161646779316385,2025-05-09,558.8998276089528,6.0
54,BUY,2025-05-21,2025-05-22,348,574.8633840465974,22.817985691880693,13117.224471961375,6.5586122359806875,0.0005,1,,,,
54,SELL,2025-05-27,2025-05-28,351,583.0609472930873,22.817985691880693,13304.27635282807,6.652138176414035,0.0005,0,0.013246266670136286,2025-05-22,574.8633840465974,6.0
55,BUY,2025-05-28,2025-05-29,352,585.1242509894263,22.714797246592315,13290.978725289011,6.645489362644506,0.0005,1,,,,
55,SELL,2025-06-11,2025-06-12,362,591.3895304340882,22.714797246592315,13433.29327756775,6.716646638783875,0.0005,0,0.009697402648453979,2025-05-29,585.1242509894263,14.0
56,BUY,2025-06-12,2025-06-13,363,590.4914501138812,22.72660627853636,13419.866697580172,6.709933348790086,0.0005,1,,,,
56,SELL,2025-06-13,2025-06-16,364,591.7739885743986,22.72660627853636,13449.01444420943,6.724507222104715,0.0005,0,0.001170313661500888,2025-06-13,590.4914501138812,3.0
57,BUY,2025-06-17,2025-06-18,366,590.432134173098,22.75548936666266,13435.572150911872,6.717786075455936,0.0005,1,,,,
57,SELL,2025-06-25,2025-06-26,371,602.0150103523116,22.75548936666266,13699.146166643337,6.849573083321669,0.0005,0,0.018598516900366624,2025-06-18,590.432134173098,8.0
58,BUY,2025-06-26,2025-06-27,372,606.4665634192933,22.565883582216514,13685.4538666267,6.84272693331335,0.0005,1,,,,
58,SELL,2025-07-01,2025-07-02,375,610.1704921448538,22.565883582216514,13769.036291044527,6.8845181455222635,0.0005,0,0.005101786896133165,2025-06-27,606.4665634192933,5.0
59,BUY,2025-07-02,2025-07-03,376,615.9364705198689,22.33229366045045,13755.274135831092,6.877637067915546,0.0005,1,,,,
59,SELL,2025-08-08,2025-08-11,402,630.1589135968459,22.33229366045045,14072.893911195184,7.036446955597592,0.0005,0,0.02206818354805895,2025-07-03,615.9364705198689,39.0
60,BUY,2025-08-11,2025-08-12,403,631.610632312887,22.258694409137213,14058.828050214477,7.029414025107239,0.0005,1,,,,
60,SELL,2025-08-20,2025-08-21,410,628.9924705253787,22.258694409137213,14000.551187072651,7.000275593536326,0.0005,0,-0.005140571980364439,2025-08-12,631.610632312887,9.0
61,BUY,2025-08-21,2025-08-22,411,631.086295825705,22.162670501920754,13986.557632662785,6.993278816331393,0.0005,1,,,,
61,SELL,2025-09-02,2025-09-03,418,635.3092689147434,22.162670501920754,14080.149993773623,7.040074996886811,0.0005,0,0.005685405212793926,2025-08-22,631.086295825705,12.0
62,BUY,2025-09-04,2025-09-05,420,644.6627291119881,21.819280447176382,14066.076880336568,7.033038440168284,0.0005,1,,,,
62,SELL,2025-09-08,2025-09-09,422,641.5370542140863,21.819280447176382,13997.876903152548,6.998938451576274,0.0005,0,-0.0058431970296805025,2025-09-05,644.6627291119881,4.0
63,BUY,2025-09-10,2025-09-11,424,647.3343973213027,21.60226009857663,13983.886021690128,6.991943010845064,0.0005,1,,,,
63,SELL,2025-09-26,2025-09-29,436,658.5716393554176,21.60226009857663,14226.635846901734,7.113317923450867,0.0005,0,0.016342402875229034,2025-09-11,647.3343973213027,18.0
64,BUY,2025-09-29,2025-09-30,437,657.8115617776706,21.60560431989098,14212.41632081787,7.1062081604089355,0.0005,1,,,,
64,SELL,2025-10-02,2025-10-03,440,664.1525596764787,21.60560431989098,14349.41741241278,7.17470870620639,0.0005,0,0.008630400527035897,2025-09-30,657.8115617776706,3.0
65,BUY,2025-10-03,2025-10-06,441,666.4344699260797,21.51010461345666,14335.075166123512,7.167537583061756,0.0005,1,,,,
65,SELL,2025-10-08,2025-10-09,444,667.6617866785671,21.51010461345666,14361.474877863362,7.180737438931681,0.0005,0,0.0008402756086913765,2025-10-06,666.4344699260797,3.0
66,BUY,2025-10-09,2025-10-10,445,666.9405004342523,21.511844865910522,14347.120580134364,7.173560290067182,0.0005,1,,,,
66,SELL,2025-10-21,2025-10-22,453,666.1450675460312,21.511844865910522,14330.00935124171,7.165004675620855,0.0005,0,-0.0021909676331470784,2025-10-10,666.9405004342523,12.0
67,BUY,2025-10-22,2025-10-23,454,662.9615051112478,21.593541092423155,14315.686503314433,7.157843251657217,0.0005,1,,,,
67,SELL,2025-10-23,2025-10-24,455,670.5662428714418,21.593541092423155,14479.899720636284,7.239949860318142,0.0005,0,0.010459893341352444,2025-10-23,662.9615051112478,1.0
68,BUY,2025-10-31,2025-11-03,461,680.3759879487403,21.26093118138844,14465.427057247338,7.232713528623669,0.0005,1,,,,
68,SELL,2025-11-03,2025-11-04,462,670.2192807307873,21.26093118138844,14249.486004056927,7.124743002028464,0.0005,0,-0.015912659688587016,2025-11-03,680.3759879487403,1.0
69,BUY,2025-11-04,2025-11-05,463,669.7684955224378,21.25397616400485,14235.243639235281,7.117621819617641,0.0005,1,,,,
69,SELL,2025-11-10,2025-11-11,467,674.0257704994045,21.25397616400485,14325.727660119348,7.162863830059674,0.0005,0,0.005350484644899733,2025-11-05,669.7684955224378,6.0
70,BUY,2025-11-24,2025-11-25,477,663.4675091199506,21.570625381078017,14311.409091743417,7.155704545871709,0.0005,1,,,,
70,SELL,2025-11-25,2025-11-26,478,671.7260403043437,21.570625381078017,14489.55077411991,7.244775387059955,0.0005,0,0.011435587628586541,2025-11-25,663.4675091199506,1.0
71,BUY,2025-11-28,2025-12-01,480,673.5688888933464,21.490108440552692,14475.068464500602,7.237534232250301,0.0005,1,,,,
71,SELL,2025-12-01,2025-12-02,481,675.9786447634355,21.490108440552692,14526.854379464074,7.263427189732037,0.0005,0,0.0025745177283751364,2025-12-01,673.5688888933464,1.0
72,BUY,2025-12-09,2025-12-10,487,677.2900422175641,21.42706060961124,14512.3347848819,7.2561673924409495,0.0005,1,,,,
72,SELL,2025-12-15,2025-12-16,491,673.3120730997501,21.42706060961124,14427.098599491339,7.21354929974567,0.0005,0,-0.006866991116380561,2025-12-10,677.2900422175641,6.0
73,BUY,2026-01-06,2026-01-07,505,688.8752073139898,20.92204590586589,14412.678710836177,7.206339355418089,0.0005,1,,,,
73,SELL,2026-01-09,2026-01-12,508,686.6854165598038,20.92204590586589,14366.863808152855,7.183431904076428,0.0005,0,-0.004175114692888449,2026-01-07,688.8752073139898,5.0
74,BUY,2026-01-12,2026-01-13,509,692.1593854003474,20.735836899596677,14352.504124186682,7.176252062093341,0.0005,1,,,,
74,SELL,2026-01-16,2026-01-20,513,677.5485293109934,20.735836899596677,14049.535795354359,7.0247678976771795,0.0005,0,-0.02208749362671747,2026-01-13,692.1593854003474,7.0
75,BUY,2026-01-21,2026-01-22,515,686.5464495552787,20.443617893454967,14035.493280816274,7.017746640408137,0.0005,1,,,,
75,SELL,2026-01-22,2026-01-23,516,684.1700445495419,20.443617893454967,13986.910964918896,6.993455482459448,0.0005,0,-0.004457430576188193,2026-01-22,686.5464495552787,1.0
76,BUY,2026-01-23,2026-01-26,517,687.1833858770846,20.333627574654134,13972.93104391448,6.98646552195724,0.0005,1,,,,
76,SELL,2026-02-04,2026-02-05,525,677.0017507756783,20.333627574654134,13765.901467661457,6.882950733830729,0.0005,0,-0.015801165662079453,2026-01-26,687.1833858770846,10.0
77,BUY,2026-02-06,2026-02-09,527,686.1184215662457,20.043394862233686,13752.142445704776,6.876071222852389,0.0005,1,,,,
77,SELL,2026-02-10,2026-02-11,529,692.3624055409225,20.043394862233686,13877.293082022683,6.938646541011342,0.0005,0,0.008091850331988892,2026-02-09,686.1184215662457,2.0
78,BUY,2026-02-12,2026-02-13,531,678.4254809847648,20.434702281518426,13863.42272411961,6.931711362059805,0.0005,1,,,,
78,SELL,2026-02-20,2026-02-23,536,683.8519244589619,20.434702281518426,13974.310480962315,6.987155240481157,0.0005,0,0.006991089571013909,2026-02-13,678.4254809847648,10.0
79,BUY,2026-02-23,2026-02-24,537,678.6344978488548,20.57122530374812,13960.34315414476,6.9801715770723805,0.0005,1,,,,
79,SELL,2026-02-24,2026-02-25,538,686.188303511512,20.57122530374812,14115.73419233201,7.057867096166005,0.0005,0,0.010120264006038937,2026-02-24,678.6344978488548,1.0
80,BUY,2026-02-26,2026-02-27,540,679.8188144471937,20.743211592263126,14101.625512479604,7.050812756239802,0.0005,1,,,,
80,SELL,2026-03-04,2026-03-05,544,678.1351468961515,20.743211592263126,14066.700840217307,7.033350420108653,0.0005,0,-0.0034736664382175597,2026-02-27,679.8188144471937,6.0
81,BUY,2026-03-05,2026-03-06,545,670.1850712029385,20.96829931467888,14052.641169212591,7.026320584606296,0.0005,1,,,,
81,SELL,2026-03-09,2026-03-10,547,673.8003356526154,20.96829931467888,14128.447116295136,7.064223558147568,0.0005,0,0.0043895350288032375,2026-03-06,670.1850712029385,4.0
82,BUY,2026-03-18,2026-03-19,554,653.8238253567861,21.587353018483206,14114.325729872053,7.057162864936027,0.0005,1,,,,
82,SELL,2026-03-19,2026-03-20,555,654.4956306795711,21.587353018483206,14128.82822853471,7.064414114267356,0.0005,0,2.6974814460345442e-05,2026-03-19,653.8238253567861,1.0
83,BUY,2026-03-25,2026-03-26,559,650.7096256006953,21.69125198994869,14114.706461189848,7.057353230594924,0.0005,1,,,,
83,SELL,2026-03-26,2026-03-27,560,640.5285702163437,21.69125198994869,13893.866623324255,6.946933311662128,0.0005,0,-0.016629942795675312,2026-03-26,650.7096256006953,1.0
84,BUY,2026-04-01,2026-04-02,564,645.0813009952299,21.516636242204687,13879.979700162514,6.939989850081257,0.0005,1,,,,
84,SELL,2026-04-06,2026-04-07,566,654.6351772406913,21.516636242204687,14085.546980039147,7.042773490019574,0.0005,0,0.013796041225349498,2026-04-02,645.0813009952299,5.0
85,BUY,2026-04-08,2026-04-09,568,673.4424764621535,20.894833581385722,14071.468472312969,7.035734236156484,0.0005,1,,,,
85,SELL,2026-04-13,2026-04-14,571,685.5799523672105,20.894833581385722,14325.079011447213,7.162539505723607,0.0005,0,0.01700551861759525,2026-04-09,673.4424764621535,5.0
86,BUY,2026-04-14,2026-04-15,572,693.8201883376189,20.626037310450894,14310.761091395794,7.155380545697898,0.0005,1,,,,
86,SELL,2026-04-20,2026-04-21,576,708.1006661963344,20.626037310450894,14605.310760520726,7.302655380260363,0.0005,0,0.0195623178657216,2026-04-15,693.8201883376189,6.0
87,BUY,2026-04-21,2026-04-22,577,707.6814670061317,20.61762732107786,14590.71274876608,7.29535637438304,0.0005,1,,,,
87,SELL,2026-04-22,2026-04-23,578,707.3230289452622,20.61762732107786,14583.322606409383,7.291661303204692,0.0005,0,-0.001505490329639314,2026-04-22,707.6814670061317,1.0
88,BUY,2026-04-23,2026-04-24,579,709.2781251413053,20.540245152658304,14568.746571820266,7.284373285910133,0.0005,1,,,,
88,SELL,2026-04-24,2026-04-27,580,710.9817459021451,20.540245152658304,14603.739359895075,7.301869679947537,0.0005,0,0.0014000069830943929,2026-04-24,709.2781251413053,3.0
89,BUY,2026-04-27,2026-04-28,581,710.3458723084912,20.538083611781634,14589.142918755751,7.294571459377876,0.0005,1,,,,
89,SELL,2026-04-28,2026-04-29,582,708.8184127137589,20.538083611781634,14557.771825885522,7.278885912942761,0.0005,0,-0.0031476550544164983,2026-04-28,710.3458723084912,1.0
90,BUY,2026-04-30,2026-05-01,584,719.7563499676678,20.205756197859483,14543.221329307922,7.271610664653961,0.0005,1,,,,
